Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Make_Model
20001207X04181,Incident,CHI95IA286,1995-08-18,"CHAMPAIGN, IL",United States,,,,,Incident,Minor,,N425AM,British Aerospace,BAE JETSTREAM 3201,No,2.0,Turbo Prop,,SCHD,Unknown,Trans State Airlines (dba: Tw Express),0.0,0.0,0.0,18.0,VMC,Approach,Probable Cause,04-10-1996,British Aerospace BAE JETSTREAM 3201
20001207X04443,Incident,CHI95IA313,1995-09-06,"CHICAGO, IL",United States,,,,,Incident,Minor,,N414WF,Aerospatiale,ATR-72,No,2.0,Turbo Prop,,SCHD,Unknown,Simmons Airlines,0.0,0.0,0.0,18.0,VMC,Climb,Probable Cause,04-10-1996,Aerospatiale ATR-72
20001207X04404,Accident,ANC95LA161,1995-09-08,"ANIAK, AK",United States,,,,,Non-Fatal,Substantial,,N61043,Maule,M-7,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Aniak Air Guides),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,18-04-1996,Maule M-7
20001207X04412,Accident,ANC95LA172,1995-09-20,"ANIAK, AK",United States,,,,,Non-Fatal,Substantial,,N56564,Maule,M-7-235,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Aniak Air Guides),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,29-04-1996,Maule M-7-235
20001207X04613,Accident,SEA95LA226,1995-09-25,"RIVERTON, WY",United States,,,RIW,RIVERTON REGIONAL,Non-Fatal,Substantial,,N10DF,Cessna,340,No,2.0,Reciprocating,,NSCH,Unknown,"American Check Transport, Inc. (dba: Flight Line, Inc.)",0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,29-04-1996,Cessna 340
20001207X05029,Accident,LAX96LA070,1995-12-12,"SACRAMENTO, CA",United States,,,SMF,SACRAMENTO METRO,Non-Fatal,Substantial,,N987FE,Cessna,208B,No,1.0,Turbo Prop,,NSCH,Unknown,West Air Industries (dba: Federal Express),0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,06-06-1996,Cessna 208B
20001208X05200,Accident,SEA96LA038,1996-01-04,"MILES CITY, MT",United States,,,MLS,FRANK WILEY FIELD,Non-Fatal,Substantial,,N924WS,Beech,B100,No,2.0,Turbo Prop,,NSCH,Unknown,(dba: Timberline),0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,06-06-1996,Beech B100
20001208X05144,Accident,FTW96LA103,1996-01-22,"BELLE CHASE, LA",United States,,,65LA,SOUTHERN SEAPLANE,Non-Fatal,Substantial,,N6034N,Cessna,A185F,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Southern Seaplane Inc.),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,17-05-1996,Cessna A185F
20001208X05252,Accident,FTW96LA123,1996-02-21,"DALLAS, TX",United States,,,RBD,REDBIRD,Non-Fatal,Substantial,,N4825J,Beech,95-C55,No,2.0,Reciprocating,,NSCH,Unknown,Executive Flight,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,04-10-1996,Beech 95-C55
20001208X05294,Incident,MIA96IA084,1996-02-22,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N751MA,Boeing,707-323C,No,4.0,Turbo Fan,,NSCH,Unknown,Millon Air,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,01-02-1997,Boeing 707-323C
20001208X05343,Accident,ANC96LA033,1996-03-13,"CRIPPLE, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N93829,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Hageland Aviation,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,13-10-2010,Cessna 185
20001208X05386,Accident,CHI96LA118A,1996-03-20,"MARSHFIELD, WI",United States,,,MFI,MARSHFIELD MINICIPAL,Non-Fatal,Substantial,,N1835E,Cessna,310R,No,2.0,Reciprocating,,NSCH,Unknown,"(dba: Heartland Aviation, Inc)",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,09-09-1996,Cessna 310R
20001208X05462,Accident,MIA96LA107,1996-03-27,"MEMPHIS, TN",United States,,,MEM,MEMPHIS INTERNATIONAL,Non-Fatal,Substantial,,N468FE,Boeing,727-225,No,3.0,Turbo Fan,,NSCH,Unknown,(dba: Fedex),0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,28-07-1997,Boeing 727-225
20001208X05449,Incident,MIA96IA109,1996-03-28,"JACKSONVILLE, FL",United States,,,JAX,JACKSONVILLE INTL,Incident,Minor,,N29YV,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Florida Gulf Airlines),0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,24-09-1996,Beech 1900D
20001208X05480,Incident,SEA96IA074,1996-03-31,"EUGENE, OR",United States,,,,,Incident,Minor,,N334PH,Dornier,DO 328-100,No,2.0,Turbo Prop,,SCHD,Unknown,Horizon Air,0.0,0.0,0.0,27.0,VMC,Climb,Probable Cause,28-02-1997,Dornier DO 328-100
20001208X05511,Accident,ATL96LA073,1996-04-01,"RALEIGH, NC",United States,,,RDU,RALEIGH-DURHAM,Non-Fatal,Substantial,,N999TF,Canadair,CL-600S,No,2.0,Turbo Fan,,NSCH,Unknown,Pal-waukee Aviation (dba: Priester Aviation),0.0,0.0,0.0,9.0,IMC,Approach,Probable Cause,29-08-1997,Canadair CL-600S
20001208X05524,Incident,CHI96IA125,1996-04-03,"TRAVERSE CITY, MI",United States,,,TVC,CHERRY CAPITAL,Incident,Minor,,N421MQ,Atr,42,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Simmons Airlines),0.0,0.0,0.0,36.0,VMC,Landing,Probable Cause,15-12-1997,Atr 42
20001208X05610,Accident,LAX96LA165,1996-04-11,"PARADISE, CA",United States,,,Q88,PARADISE SKYPARK,Non-Fatal,Substantial,,N9820Y,Cessna,T210N,No,1.0,Reciprocating,,NSCH,Unknown,Northern Air,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,20-08-1996,Cessna T210N
20001208X05591,Accident,IAD96LA066,1996-04-23,"WASHINGTON, DC",United States,,,IAD,WASHINGTON DULLES INTL,Non-Fatal,Substantial,,N776FE,Cessna,208,No,1.0,Turbo Prop,,NSCH,Unknown,Mountain Air Cargo Inc.,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,31-03-1998,Cessna 208
20001208X05744,Accident,FTW96FA198,1996-05-02,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,Non-Fatal,Substantial,,N154ZV,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,"Mesa Airlines, Inc. (dba: United Express)",0.0,0.0,0.0,11.0,VMC,Landing,Probable Cause,14-10-1997,Beech 1900D
20001208X05723,Accident,CHI96LA162,1996-05-17,"FARGO, ND",United States,,,KFAR,HECTOR INTERNATIONAL,Non-Fatal,Substantial,,N229AM,Swearingen,SA226TC,No,2.0,Turbo Prop,,NSCH,Unknown,"Airvantage, Inc. (dba: Airvantage)",0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,14-10-1997,Swearingen SA226TC
20001208X05804,Incident,LAX96IA199,1996-05-19,"LOS ANGELES, CA",United States,,,,,Incident,Minor,,N470EV,Boeing,747-273C,No,4.0,Turbo Fan,,SCHD,Unknown,"(dba: Evergreen Int'l Airlines, Inc.)",0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,31-03-1998,Boeing 747-273C
20001208X05710,Incident,CHI96IA170,1996-05-23,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INTL,Incident,Minor,,N148SK,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,Astral Aviation (dba: Skyway Airlines),0.0,0.0,0.0,20.0,VMC,Climb,Probable Cause,01-02-1997,Beech 1900D
20001208X05914,Incident,CHI96IA191,1996-06-06,"LANSING, MI",United States,,,,,Incident,Minor,,N81538,Beech,1900,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Air Carrier),0.0,0.0,0.0,18.0,IMC,Descent,Probable Cause,31-03-1998,Beech 1900
20001208X06057,Accident,MIA96FA162,1996-06-23,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,Non-Fatal,Substantial,,N168CA,Embraer,120,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Comair),0.0,0.0,0.0,32.0,VMC,Descent,Probable Cause,03-04-1997,Embraer 120
20001208X05913,Accident,CHI96FA216,1996-06-25,"GRAND FORKS, ND",United States,,,,,Non-Fatal,Substantial,,N2692P,Fairchild,SA227AC,No,2.0,Turbo Prop,,SCHD,Unknown,Mesaba Airlines (dba: Northwest Airlink),0.0,0.0,0.0,19.0,VMC,Climb,Probable Cause,31-03-1998,Fairchild SA227AC
20001208X06050,Accident,LAX96LA252,1996-06-29,"GRAND CANYON, AZ",United States,,,GCN,GRAND CANYON NATL PARK,Non-Fatal,Substantial,,N13GM,Cessna,402A,No,2.0,Reciprocating,,NSCH,Unknown,"Avi, Inc. (dba: Air Vegas, Inc.)",0.0,0.0,0.0,10.0,VMC,Approach,Probable Cause,16-12-1996,Cessna 402A
20001208X06205,Accident,FTW96FA282,1996-07-01,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL AIRPORT,Non-Fatal,Substantial,,N335AE,Saab-scania Ab (saab),SF340B,No,2.0,Turbo Prop,,SCHD,Unknown,"Wings West Airlines, Inc. (dba: American Eagle)",0.0,0.0,0.0,15.0,VMC,Takeoff,Probable Cause,31-03-1998,Saab-scania Ab (saab) SF340B
20001208X06135,Accident,ANC96LA096,1996-07-06,"FAIRBANKS, AK",United States,,,,VAN CURLER'S BAR,Non-Fatal,Substantial,,N700WA,Beech,18,No,2.0,Turbo Prop,,NSCH,Unknown,Fs Air Service,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,23-05-1997,Beech 18
20001208X06618,Accident,SEA96LA177,1996-08-05,"CRANE ISLAND, WA",United States,,,,CRANE ISLAND (PRIVATE),Non-Fatal,Substantial,,N8313Q,Cessna,U206F,No,1.0,Reciprocating,,NSCH,Unknown,West Isle Air,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,23-05-1997,Cessna U206F
20001208X06629,Accident,SEA96LA193,1996-08-15,"CODY, WY",United States,,,,SWITCHBACK RANCH,Non-Fatal,Substantial,,N185K,Cessna,A185E,No,1.0,Reciprocating,,NSCH,Unknown,Spirit Mountain Aviation Lc,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,28-02-1997,Cessna A185E
20001208X06651,Accident,ANC96LA135,1996-09-02,"PORT ALSWORTH, AK",United States,,,,,Non-Fatal,Substantial,,N733KD,Cessna,206,No,1.0,Reciprocating,,NSCH,Unknown,Lake Clark Air (dba: The Farm),0.0,0.0,0.0,2.0,VMC,Climb,Probable Cause,15-12-1997,Cessna 206
20001208X06750,Accident,IAD96FA147,1996-09-16,"FINDLAY TWNSHP, PA",United States,,,,,Non-Fatal,Destroyed,,N10DA,Short Brothers,SC7,No,2.0,Turbo Prop,,NSCH,Unknown,"North Star Air Cargo, Inc",0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,31-03-1998,Short Brothers SC7
20001208X06670,Accident,ANC96LA164,1996-09-24,"ANIAK, AK",United States,,,,,Non-Fatal,Substantial,,N5343G,De Havilland,DHC-2,No,1.0,Reciprocating,,NSCH,Unknown,Aniak Air Guides,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,02-02-1998,De Havilland DHC-2
20001208X06881,Accident,FTW97LA016,1996-10-14,"VENICE, LA",United States,,,NONE,SHELL HELIPORT,Non-Fatal,Substantial,,N21497,Bell,206L-3,No,1.0,Turbo Shaft,,NSCH,Unknown,"Petroleum Helicopters, Inc",0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,23-05-1997,Bell 206L-3
20001208X06928,Accident,LAX97LA019,1996-10-15,"PHOENIX, AZ",United States,,,PHX,PHOENIX SKY HARBOR,Non-Fatal,Substantial,,N15VZ,Aero Commander,690,No,2.0,Turbo Prop,,NSCH,Unknown,Sun West Aviation,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,18-12-1998,Aero Commander 690
20001208X07117,Accident,SEA97LA028,1996-11-07,"BRUNEAU, ID",United States,,,,DIRT ROAD (OFF AIRPORT),Non-Fatal,Substantial,,N32518,Piper,PA-28-151,No,1.0,Reciprocating,,NSCH,Unknown,Rocky Mountain Air,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,30-05-1997,Piper PA-28-151
20001208X07069,Accident,LAX97LA039,1996-11-12,"HANA, HI",United States,,,,,Non-Fatal,Substantial,,N8625F,Mcdonnell Douglas,369D,No,1.0,Turbo Shaft,,NSCH,Unknown,Alika Aviation (dba: Alexair),0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,15-12-1997,Mcdonnell Douglas 369D
20001208X07001,Incident,CHI97IA029,1996-11-17,"HOPKENSVILLE, KY",United States,,,,,Incident,Minor,,N841SK,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,Skyway Airlines,0.0,0.0,0.0,16.0,IMC,Cruise,Probable Cause,31-03-1998,Beech 1900D
20001208X07123,Accident,ANC97LA010,1996-12-04,"BETHEL, AK",United States,,,BET,BETHEL,Non-Fatal,Substantial,,N20024,Cessna,172M,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Camai Air),0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,31-03-1998,Cessna 172M
20001208X07185,Accident,LAX97FA069,1996-12-15,"HONOLULU, HI",United States,,,HNL,HONOLULU INTERNATIONAL,Non-Fatal,Substantial,,N801WP,De Havilland,DHC-8,No,2.0,Turbo Prop,,SCHD,Unknown,Aloha Islandair Inc. (dba: Island Air),0.0,0.0,0.0,13.0,VMC,Approach,Probable Cause,31-03-1998,De Havilland DHC-8
20001208X07207,Incident,MIA97IA050,1996-12-30,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,Incident,Minor,,N804AX,Douglas,DC8-62,No,4.0,Turbo Fan,,SCHD,Unknown,(dba: Airborne Express),0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,31-03-1998,Douglas DC8-62
20001208X07265,Accident,CHI97LA049,1997-01-01,"KANSAS CITY, MO",United States,,,MKC,KANSAS CITY DOWNTOWN,Non-Fatal,Substantial,,N8040A,Gates Learjet,LR35,No,2.0,Turbo Fan,,NSCH,Unknown,(dba: Us Check),0.0,0.0,0.0,2.0,IMC,Landing,Probable Cause,25-08-1997,Gates Learjet LR35
20001208X07358,Incident,SEA97IA051,1997-01-21,"SEATTLE, WA",United States,,,SEA,SEATTLE-TACOMA INT'L,Incident,Minor,,N75ZV,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,Mesa Airlines (dba: United Express),0.0,0.0,0.0,7.0,VMC,Approach,Probable Cause,26-06-1997,Beech 1900D
20001208X07304,Incident,IAD97IA045,1997-01-25,"PROVINCETOWN, MA",United States,,,PVC,PROVINCETOWN MUNI,Incident,Minor,,N121PB,Cessna,402C,No,2.0,Reciprocating,,SCHD,Unknown,Hyannis Air Service (dba: Cape Air),0.0,0.0,0.0,5.0,IMC,Landing,Probable Cause,04-09-1998,Cessna 402C
20001208X07342,Accident,MIA97LA076,1997-01-27,"TAMPA, FL",United States,,,TPA,TAMPA INTERNATIONAL,Non-Fatal,Substantial,,N72074,Cessna,U206D,No,1.0,Reciprocating,,NSCH,Unknown,"Red Baron Aviation, Inc.",0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,02-02-1998,Cessna U206D
20001208X07452,Accident,NYC97LA054,1997-02-14,"COVINGTON, KY",United States,,,KCVG,CINCINNATI INTL ARPT,Non-Fatal,Substantial,,N922FE,Cessna,208B,No,1.0,Turbo Prop,,NSCH,Unknown,Baron Aviation Service,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,01-12-1999,Cessna 208B
20001208X07369,Accident,ANC97LA027,1997-02-22,"CHEVAK, AK",United States,,,VAK,CHEVAK,Non-Fatal,Substantial,,N7389U,Cessna,207,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Camai Air),0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,21-05-1998,Cessna 207
20001208X07372,Accident,ANC97LA030,1997-02-26,"DILLINGHAM, AK",United States,,,,SHANNON'S POND,Non-Fatal,Substantial,,N32979,Piper,PA-32-300,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Shannon's Air Taxi),0.0,0.0,0.0,7.0,IMC,Takeoff,Probable Cause,21-05-1998,Piper PA-32-300
20001208X07523,Incident,FTW97IA119,1997-03-10,"DFW AIRPORT, TX",United States,,,DFW,DFW INTERNATIONAL,Incident,Minor,,N909PG,Boeing,727-2K5,No,3.0,Turbo Fan,,NSCH,Unknown,Aeromexpress,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,24-04-1998,Boeing 727-2K5
20001208X07547,Accident,FTW97LA142,1997-03-21,"DURANGO, CO",United States,,,,,Non-Fatal,Substantial,,N613CW,Cessna,T210L,No,1.0,Reciprocating,,NSCH,Unknown,(dba: New Mexico Flying Service),0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,15-12-1997,Cessna T210L
20001208X07499,Incident,CHI97IA096,1997-03-22,"MANAUS, Brazil",Brazil,,,SBEG,EDUARDO GOMEZ AIRPORT,Incident,Minor,,N707CK,Boeing,747-269B,No,4.0,Turbo Fan,,NSCH,Unknown,(dba: Aia),0.0,0.0,0.0,7.0,VMC,Landing,Probable Cause,15-04-1999,Boeing 747-269B
20001208X07632,Accident,SEA97LA077,1997-03-26,"WENATCHEE, WA",United States,,,EAT,PANGBORN MEMORIAL,Non-Fatal,Substantial,,N826PH,De Havilland,DHC-8,No,2.0,Turbo Prop,,SCHD,Unknown,"Horizon Airlines, Inc.",0.0,0.0,0.0,12.0,VMC,Taxi,Probable Cause,29-05-1998,De Havilland DHC-8
20001208X07825,Accident,SEA97LA085,1997-04-06,"PORTLAND, OR",United States,,,KPDX,PORTLAND INTERNATIONAL,Non-Fatal,Substantial,,N75ZV,Beech,1900D,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: United Express),0.0,0.0,0.0,14.0,VMC,Takeoff,Probable Cause,10-04-1998,Beech 1900D
20001208X07780,Accident,MIA97LA125,1997-04-09,"MEMPHIS, TN",United States,,,,,Non-Fatal,Substantial,,N310FE,Mcdonnell Douglas,DC10-30F,No,3.0,Turbo Fan,,NSCH,Unknown,Federal Express Corporation (dba: Fedex),0.0,0.0,0.0,6.0,VMC,Unknown,Probable Cause,28-02-2000,Mcdonnell Douglas DC10-30F
20001208X07768,Incident,MIA97IA147,1997-04-19,"MIAMI, FL",United States,,,,,Incident,Minor,,N639FE,Boeing,747-2R7F,No,4.0,Turbo Fan,,SCHD,Unknown,Atlas Air,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,30-09-1997,Boeing 747-2R7F
20001208X07950,Accident,LAX97LA181,1997-05-12,"BURBANK, CA",United States,,,,,Non-Fatal,Substantial,,N3609Q,Piper,PA-32R-300,No,1.0,Reciprocating,,NSCH,Unknown,Martijn Bakker,0.0,0.0,0.0,1.0,IMC,Climb,Probable Cause,04-05-1998,Piper PA-32R-300
20001208X07943,Accident,LAX97FA189,1997-05-21,"SAN DIEGO, CA",United States,,,NKX,MIRAMAR NAS,Non-Fatal,Substantial,,N198SW,Embraer,EMB-120,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Skywest Airlines),0.0,0.0,0.0,17.0,VMC,Takeoff,Probable Cause,17-07-2001,Embraer EMB-120
20001208X07928,Accident,FTW97LA206,1997-05-27,"GREELEY, CO",United States,,,,,Non-Fatal,Substantial,,N491SC,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,(dba: Sundance Air),0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,30-09-1997,Piper PA-31-350
20001208X08119,Accident,FTW97LA217,1997-06-12,"WESTON, CO",United States,,,,,Non-Fatal,Substantial,,N207DS,Bell,206L-3,No,1.0,Turbo Shaft,,NSCH,Unknown,"(dba: Dbs Air, Inc.)",0.0,0.0,0.0,5.0,VMC,Maneuvering,Probable Cause,30-09-1997,Bell 206L-3
20001208X08113,Incident,FTW97IA222,1997-06-14,"DALLAS, TX",United States,,,DFW,DALLAS/FT WORTH INTL,Incident,Minor,,N438AT,Aerospatiale,ATR-72-12,No,2.0,Turbo Prop,,SCHD,Unknown,Simmons Airlines (dba: American Eagle),0.0,0.0,0.0,32.0,VMC,Descent,Probable Cause,17-07-2001,Aerospatiale ATR-72-12
20001208X08456,Incident,MIA97IA206,1997-07-04,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Incident,Minor,,N27UA,Mcdonnell Douglas,DC-8-61,No,4.0,Turbo Fan,,NSCH,Unknown,Fine Airlines,0.0,0.0,0.0,3.0,VMC,Unknown,Probable Cause,21-05-1998,Mcdonnell Douglas DC-8-61
20001208X08370,Accident,FTW97LA253,1997-07-04,"AUSTIN, TX",United States,,,88R,AUSTIN AIRPARK,Non-Fatal,Substantial,,N974DC,Piper,PA-31T,No,2.0,Turbo Prop,,NSCH,Unknown,(dba: O'hare Flying Service),0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-10-1997,Piper PA-31T
20001208X08282,Accident,ANC97LA109,1997-07-21,"NAKNEK, AK",United States,,,4AK9,NAKNEK-TIBBETTS,Non-Fatal,Substantial,,N9481F,Cessna,208,No,1.0,Turbo Prop,,SCHD,Unknown,Peninsula Airways Inc. (dba: Penair),0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,10-11-1998,Cessna 208
20001208X08283,Accident,ANC97LA110,1997-07-23,"TALKEETNA, AK",United States,,,,KAHILTNA GLACIER STRIP,Non-Fatal,Substantial,,N9855X,Cessna,185,No,1.0,Reciprocating,,NSCH,Unknown,"Hudson Air Service, Inc. (dba: Hudson Air Service, Inc.)",0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,10-11-1998,Cessna 185
20001208X08613,Incident,FTW97IA305,1997-08-11,"LAFAYETTE, LA",United States,,,LFT,LAFAYETTE REGIONAL,Incident,Minor,,N313AE,Saab-scania Ab (saab),340B,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: American Eagle),0.0,0.0,0.0,35.0,VMC,Taxi,Probable Cause,29-02-2000,Saab-scania Ab (saab) 340B
20001208X08728,Accident,NYC97LA165,1997-08-13,"LEXINGTON, KY",United States,,,LEX,BLUE GRASS AIRPORT,Non-Fatal,Substantial,,N227R,Dassault,DA-20,No,2.0,Turbo Jet,,NSCH,Unknown,(dba: Reliant Airlines),0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,23-07-1999,Dassault DA-20
20001208X08632,Accident,FTW97LA320,1997-08-20,"HAYDEN, CO",United States,,,HDN,YAMPA VALLEY REGIONAL,Non-Fatal,Substantial,,N35164,Piper,PA-31-350,No,2.0,Reciprocating,,NSCH,Unknown,"Flight Line, Inc. (dba: American Check Transport)",0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,02-02-1998,Piper PA-31-350
20001208X08536,Accident,ANC97LA127,1997-08-22,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,Non-Fatal,Substantial,,N27188,Fairchild,SA227-AC,No,2.0,Turbo Prop,,SCHD,Unknown,Merlin Express,0.0,0.0,0.0,7.0,VMC,Taxi,Probable Cause,13-07-1998,Fairchild SA227-AC
20001208X08537,Accident,ANC97LA128,1997-08-23,"FORT YUKON, AK",United States,,,,,Non-Fatal,Substantial,,N6465V,Helio,H-295,No,1.0,Reciprocating,,NSCH,Unknown,Wright Air Service,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,13-07-1998,Helio H-295
20001208X08644,Accident,FTW97LA334,1997-08-31,"ALBUQUERQUE, NM",United States,,,ABQ,ALBUQUERQUE INTERNATIONAL,Non-Fatal,Substantial,,N16NM,Beech,E90,No,2.0,Turbo Prop,,NSCH,Unknown,(dba: Sb Aviation),0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,04-05-1998,Beech E90
20001208X08761,Accident,ANC97LA134,1997-09-06,"BETHEL, AK",United States,,,,CANYON CREEK,Non-Fatal,Substantial,,N7318U,Cessna,207A,No,1.0,Reciprocating,,NSCH,Unknown,(dba: Yukon Aviation),0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,06-11-1998,Cessna 207A
20001208X08769,Accident,ANC97LA145A,1997-09-08,"BUCKLAND, AK",United States,,,BVK,BUCKLAND,Non-Fatal,Substantial,,N2649Z,Cessna,402C,No,2.0,Reciprocating,,NSCH,Unknown,Hageland Aviation Services Inc,0.0,0.0,0.0,17.0,VMC,Taxi,Probable Cause,06-11-1998,Cessna 402C
20001208X08845,Accident,FTW97LA347,1997-09-12,"BRINKLEY, AR",United States,,,,,Non-Fatal,Substantial,,N107CW,Hughes,MDL-369HS,No,1.0,Turbo Shaft,,NSCH,Unknown,"Mid South Aviation, Inc.",0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,06-11-1998,Hughes MDL-369HS
20001208X08772,Accident,ANC97LA150,1997-09-14,"KIVALINA, AK",United States,,,KVL,KIVALINA,Non-Fatal,Substantial,,N2649Z,Cessna,402C,No,2.0,Reciprocating,,SCHD,Unknown,"Hageland Aviation Services,inc",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-11-1998,Cessna 402C
20001208X08862,Accident,FTW97LA370,1997-09-29,"ALBUQUERQUE, NM",United States,,,ABQ,ALBUQUERQUE INTERNATIONAL,Non-Fatal,Substantial,,N59217,Cessna,210L,No,2.0,Reciprocating,,NSCH,Unknown,(dba: New Mexico Flying Service),0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,06-11-1998,Cessna 210L
20001208X09075,Incident,MIA98IA006,1997-10-08,"ORLANDO, FL",United States,,,MCO,ORLANDO INTERNATIONAL,Incident,Minor,,N486JB,Beech,18 [C-45H],No,2.0,Reciprocating,,NSCH,Unknown,Carib-air Cargo Inc,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,10-11-1998,Beech 18 [C-45H]
20001208X09047,Accident,LAX98FA013,1997-10-15,"MEADVIEW, AZ",United States,,,,,Non-Fatal,Substantial,,N227AV,Beech,99-C99,No,2.0,Turbo Prop,,SCHD,Unknown,(dba: Air Vegas),0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,14-02-2000,Beech 99-C99
20001208X09109,Accident,NYC98LA015,1997-10-20,"SCOTTSVILLE, VA",United States,,,,,Non-Fatal,Substantial,,N2200J,Piper,PA-32RT-300,No,1.0,Reciprocating,,NSCH,Unknown,Blue Ridge Air,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,15-04-1999,Piper PA-32RT-300
20001208X08981,Accident,CHI98LA026,1997-10-29,"SHEBOYGAN, WI",United States,,,SBM,SHEBOYGAN COUNTY MUNI,Non-Fatal,Substantial,,N62MB,Learjet,35A,No,2.0,Turbo Fan,,NSCH,Unknown,West Bend Air,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,26-06-1998,Learjet 35A
