Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Make_Model
20020917X01657,Accident,ATL82DA027,1982-01-02,"CHAMBLEE, GA",United States,,,PDK,,Non-Fatal,Substantial,Helicopter,N5745Y,Bell,206L-1,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Rocky Mountain Helicopters, In",0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,02-01-1983,Bell 206L-1
20020917X02156,Accident,LAX82DA037,1982-01-05,"SPRINGERVILLE, AZ",United States,,,Q35,SPRINGERVILLE,Non-Fatal,Substantial,Airplane,N738XP,Cessna,TR182,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Joel Frederick's Monarch Air,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,05-01-1983,Cessna TR182
20020917X01765,Incident,ATL82IA034,1982-01-12,"CLARKSBURG, WV",United States,,,CKB,BENEDUM,Incident,Minor,Airplane,N615KC,Embraer,EMB-110P1,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Aeromech Incorporated,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,12-01-1983,Embraer EMB-110P1
20020917X02575,Accident,SEA82DA017,1982-01-13,"SPOKANE, WA",United States,,,,GEIGER FIELD,Non-Fatal,Substantial,Airplane,N36PB,Piper,PA-31-350,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Richard Engstrom,0.0,0.0,0.0,2.0,IMC,Approach,Probable Cause,13-01-1983,Piper PA-31-350
20020917X01625,Accident,ANC82DA015,1982-01-15,"NEAR NUIQSUT, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N1459T,De Havilland,DHC-2-MK3,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Sea Airmotive, Inc.",0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,15-01-1983,De Havilland DHC-2-MK3
20020917X02397,Accident,MIA82FA034,1982-01-19,"MIAMI, FL",United States,,,MIA,MIAMI INTL,Non-Fatal,Substantial,Airplane,HCBHS,Canadair,CL-44D4,No,4.0,Turbo Prop,Part 129: Foreign,NSCH,Unknown,"Acroservicios Eduatorianos, C",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,19-01-1983,Canadair CL-44D4
20020917X01628,Accident,ANC82DA019,1982-01-19,"TUNTUTULIAK, AK",United States,,,AK61,TUNTUTULIAK,Non-Fatal,Substantial,Airplane,N4246T,Piper,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Dennis L Gunder,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,19-01-1983,Piper PA-32
20020917X02580,Accident,SEA82DA023,1982-01-30,"SINCLAIR ISLAND, WA",United States,,,10,SINCLAIR ISLAND,Non-Fatal,Substantial,Airplane,N53294,Cessna,172P,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"West Isle Air, Inc.",0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,30-01-1983,Cessna 172P
20020917X01627,Accident,ANC82DA018,1982-02-09,"FORT YUKON, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N8456Q,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Wright Air Service,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,09-02-1983,Cessna 185
20020917X01800,Accident,CHI82DA050,1982-02-15,"EAST SAINT LOUI, IL",United States,,,CPS,BI-STATE PARKS,Non-Fatal,Substantial,Airplane,N7511L,Piper,PA-31-310,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Ira D. Farrington,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,15-02-1983,Piper PA-31-310
20020917X01968,Accident,DEN82FA034,1982-02-17,"MITCHELL, SD",United States,,,MHE,MITCHELL MUNICIPAL,Non-Fatal,Substantial,Airplane,N5799Y,Piper,PA-23,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Four Lakes Aviation Corp,0.0,0.0,0.0,6.0,IMC,Approach,Probable Cause,17-02-1983,Piper PA-23
20020917X02630,Incident,SEA82IA029,1982-02-18,"BOISE, ID",United States,,,BOI,BOISE AIR TERMINAL,Incident,Minor,Airplane,N101RA,Embraer,EMB-11OP1,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Cascade Airways, Inc.",0.0,0.0,0.0,16.0,VMC,Takeoff,Probable Cause,18-02-1983,Embraer EMB-11OP1
20020917X01885,Accident,CHI82FA059,1982-02-19,"OSHKOSH, WI",United States,,,OSH,WITTMAN,Non-Fatal,Substantial,Airplane,N6761H,Cessna,404,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Priester Aviation Service,0.0,0.0,0.0,7.0,IMC,Landing,Probable Cause,19-02-1983,Cessna 404
20020917X01817,Accident,CHI82DA068,1982-02-22,"CLEVELAND, OH",United States,,,,CLEVELAND-HOPKINS INTL.,Non-Fatal,Substantial,Airplane,N8035J,Piper,PA-60,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Continental Incorporated,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,22-02-1983,Piper PA-60
20020917X02112,Accident,FTW82FPA11,1982-02-25,"DALLAS, TX",United States,,,DFW,DALLAS AIRPORT,Non-Fatal,Substantial,Airplane,N8517Z,Beech,D18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Jim Billingsley,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,25-02-1983,Beech D18S
20020917X01770,Incident,ATL82IA060,1982-02-26,"ATLANTA, GA",United States,,,PDK,DEKALB PEACHTREE,Incident,Minor,Airplane,N10AY,Beech,B90,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Hanger One,0.0,0.0,0.0,3.0,IMC,Landing,Probable Cause,26-02-1983,Beech B90
20020917X02037,Accident,FTW82DA087,1982-03-03,"CROWNPOINT, NM",United States,,,,CROWNPOINT MUNICIPAL,Non-Fatal,Substantial,Airplane,N55550,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Window Rock Airways,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,03-03-1983,Piper PA-32-300
20020917X01825,Accident,CHI82DA077,1982-03-04,"ELYRIA, OH",United States,,,22G,LORAIN COUNTY,Non-Fatal,Substantial,Airplane,N9530Q,Smith Aerostar,600,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Continental Inc.,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,04-03-1983,Smith Aerostar 600
20020917X01829,Accident,CHI82DA081,1982-03-08,"GRAND MARAIS, MN",United States,,,GRM,GRAND MARAIS,Non-Fatal,Substantial,Airplane,N6625Y,Piper,PA-23 250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Northern Airmotive Inc,0.0,0.0,0.0,3.0,VMC,Approach,Probable Cause,08-03-1983,Piper PA-23 250
20020917X01899,Incident,CHI82IA082,1982-03-09,"SOUTH BEND, IN",United States,,,SBN,MICHIANA REGIONAL,Incident,Minor,Airplane,N323BA,Swearingen,SA-266TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Britt Airways, Inc",0.0,0.0,0.0,9.0,UNK,Maneuvering,Probable Cause,09-03-1983,Swearingen SA-266TC
20020917X02572,Incident,NYC82IA051,1982-03-11,"FLUSHING, NY",United States,,,LGA,LAGUARDIA (R/W 22),Incident,Minor,Airplane,N26210,Nord Aviation,262A-12,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Ransome Airlines, Inc",0.0,0.0,0.0,30.0,IMC,Climb,Probable Cause,11-03-1983,Nord Aviation 262A-12
20020917X01716,Accident,ATL82DKW06A,1982-03-11,"NASHVILLE, TN",United States,,,BNA,NASHVILLE METRO,Non-Fatal,Substantial,Airplane,N5253J,Cessna,310,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Courier Service Inc.,0.0,0.0,0.0,2.0,IMC,Taxi,Probable Cause,11-03-1983,Cessna 310
20020917X01647,Accident,ANC82DAG17,1982-03-15,"PAXSON, AK",United States,,,,FROZEN PAXSON LAKE,Non-Fatal,Substantial,Airplane,N6978H,Cessna,185,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,W.t. Ellis,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,15-03-1983,Cessna 185
20020917X01937,Accident,DEN82DA046,1982-03-16,"MARBLE, CO",United States,,,,,Non-Fatal,Substantial,Helicopter,N2169X,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Luebell Helicopters, Inc",0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,16-03-1983,Bell 206B
20020917X01900,Incident,CHI82IA102,1982-03-25,"KALAMAZO, MI",United States,,,AZO,KALAMAZOO,Incident,Minor,Airplane,N20HR,Beech,65-88,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Basler Airlines,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,25-03-1983,Beech 65-88
20020917X02206,Accident,LAX82DA122,1982-03-26,"YUBA CITY, CA",United States,,,052,SUTTER COUNTY,Non-Fatal,Substantial,Airplane,N69646,Cessna,310Q,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Comet Airways Incorporated,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,26-03-1983,Cessna 310Q
20020917X01901,Incident,CHI82IA108,1982-03-30,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Incident,Minor,Airplane,N62Z,Swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Britt Airways, Inc.",0.0,0.0,0.0,18.0,VMC,Takeoff,Probable Cause,30-03-1983,Swearingen SA226TC
20020917X01903,Incident,CHI82IA113,1982-04-05,"WAUKEGAN, IL",United States,,,UGN,WAUKEGAN HEMORIAL,Incident,Minor,Airplane,N69341,Cessna,402B,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Superior Air Service, Inc.",0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,05-04-1983,Cessna 402B
20020917X01643,Accident,ANC82DA034,1982-04-11,"MONTAGUE ISLAND, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N28582,Piper,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Harbor Air Service,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,11-04-1983,Piper PA-32
20020917X01774,Incident,ATL82IA109,1982-04-18,"ASHEVILLE, NC",United States,,,,ASHEVILLE AIRPORT,Incident,Minor,Airplane,N95WA,Beech,BE-99,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Wheeler Airlines,0.0,0.0,0.0,11.0,VMC,Takeoff,Probable Cause,18-04-1983,Beech BE-99
20020917X02608,Accident,SEA82DA055,1982-04-19,"DARRINGTON, WA",United States,,,,,Non-Fatal,Substantial,Helicopter,N9131F,Hughes,500C,No,1.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Anthony B. Reece,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,19-04-1983,Hughes 500C
20020917X01775,Incident,ATL82IA121,1982-04-30,"ENTERPRISE, AL",United States,,,93J,ENTERPRISE MUNICIPAL,Incident,Minor,Airplane,N53RT,Piper,PA-31-350,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Huntsville Aviation,0.0,0.0,0.0,7.0,VMC,Takeoff,Probable Cause,30-04-1983,Piper PA-31-350
20020917X03112,Accident,DEN82DA079,1982-05-06,"BISMARCK, ND",United States,,,BIS,BISMARCK MUNICIPAL,Non-Fatal,Substantial,Airplane,N4504Q,Cessna,402A,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Capital Aviation Corporation,0.0,0.0,0.0,8.0,VMC,Landing,Probable Cause,06-05-1983,Cessna 402A
20020917X03114,Accident,DEN82DA081,1982-05-08,"MEDICINE BOW, WY",United States,,,80V,MEDICINE BOW,Non-Fatal,Substantial,Airplane,N6994C,Piper,PA-28R-200,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Gillis Aviation,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,08-05-1983,Piper PA-28R-200
20020917X03894,Incident,MKC82IA079,1982-05-13,"ST. LOUIS, MO",United States,,,STL,LAMBERT-ST. LOUIS INTL,Incident,Minor,Airplane,N2233Q,Cessna,402B,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Trans Mo Airlines,0.0,0.0,0.0,8.0,VMC,Taxi,Probable Cause,13-05-1983,Cessna 402B
20020917X03256,Accident,FTW82DA175,1982-05-13,"PINEVILLE, LA",United States,,,9LA6,PINEVILLE MUNICIPAL,Non-Fatal,Substantial,Airplane,N36546,Piper,PA-32RT-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Modern Flying Serv. Inc.,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,13-05-1983,Piper PA-32RT-300
20020917X03259,Accident,FTW82DA178,1982-05-15,"CAMERON, LA",United States,,,IR5,CAMERON HELIPORT,Non-Fatal,Substantial,Helicopter,N2048X,Bell,206L-1,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Pumpkin Air, Inc.",0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,15-05-1983,Bell 206L-1
20020917X03236,Incident,DEN82IA090,1982-05-18,"GILLETTE, WY",United States,,,GCC,GILLETTE-CAMPBELL COUNTY,Incident,Minor,Airplane,N114GA,Gulfstream American,G-159C,No,2.0,Turbo Prop,Part 121: Air Carrier,SCHD,Unknown,"U.s. Aviation, Inc./air U.s.,",0.0,0.0,0.0,21.0,VMC,Landing,Probable Cause,18-05-1983,Gulfstream American G-159C
20020917X02891,Incident,ATL82IA139,1982-05-23,"CHARLOTTE, NC",United States,,,,CHARLOTTE DOUGLAS,Incident,Minor,Airplane,N88694,Cessna,404,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Sunbird Airlines,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,23-05-1983,Cessna 404
20020917X02930,Accident,CHI82DA183,1982-05-25,"HOLLAND, MI",United States,,,C19,TULIP CITY,Non-Fatal,Substantial,Airplane,N6187Q,Cessna,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Business Aviation, Incorporati",0.0,0.0,0.0,6.0,VMC,Landing,Probable Cause,25-05-1983,Cessna 310R
20020917X02638,Accident,ANC82DA042,1982-05-27,"OUZINKIE, AK",United States,,,KOZ,OUZINKIE SEAPLANE BASE,Non-Fatal,Substantial,Airplane,N4877X,Cessna,U206,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Robert F. Stanford,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,27-05-1983,Cessna U206
20020917X03282,Accident,FTW82DA201,1982-05-29,HIGH ISLAND 389,HIGH ISLAND,,,389,HIGH ISLAND 389,Non-Fatal,Destroyed,Helicopter,N1070D,Bell,206L-1,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Houston Helicopters,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,29-05-1983,Bell 206L-1
20020917X02893,Incident,ATL82IA159,1982-06-02,"ASHEBORO, NC",United States,,,,,Incident,Minor,Airplane,N59749,Piper,PA-31-325,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Clarence Roberts/roberts Avia.,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,02-06-1983,Piper PA-31-325
20020917X03873,Accident,MKC82FA095,1982-06-04,"WICHITA, KS",United States,,,3KM,COLONEL JAMES JABARA,Non-Fatal,Substantial,Airplane,N190BT,Beech,65-90,Yes,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Midwest Piper Flight, Inc",0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,04-06-1983,Beech 65-90
20020917X02713,Incident,ANC82IA048,1982-06-16,"NEAR PORT HEIDE, AK",United States,,,,,Incident,Minor,Airplane,N525N,De Havilland,DHC-6-100,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Sea Airmotive, Inc.",0.0,0.0,0.0,10.0,VMC,Cruise,Probable Cause,16-06-1983,De Havilland DHC-6-100
20020917X02644,Accident,ANC82DA049,1982-06-17,"NEAR EKWOK, AK",United States,,,KEK,EKWOK,Non-Fatal,Substantial,Airplane,N9561K,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Armstrong Air Service,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,17-06-1983,Piper PA-32-300
20020917X03661,Accident,LAX82FA224,1982-06-18,"FRESNO, CA",United States,,,FAT,FRESNO AIR TERMINAL,Non-Fatal,Destroyed,Airplane,N74JT,Beech,H-18,Yes,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,West States Air Taxi,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,18-06-1983,Beech H-18
20020917X04056,Accident,NYC82FNA17,1982-06-23,"HYANNIS, MA",United States,,,HYA,BARNSTABLE MUNICIPAL,Non-Fatal,Substantial,Helicopter,N3601U,S.n.i.a.s.,SA-330J,No,2.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Petroleum Helicopters,0.0,0.0,0.0,13.0,VMC,Climb,Probable Cause,23-06-1983,S.n.i.a.s. SA-330J
20020917X04105,Accident,SEA82DA098,1982-06-29,"GLACIER BAY, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N2947N,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Layton A. Bennet,0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,29-06-1983,Piper PA-32-300
20020917X03146,Accident,DEN82DA122,1982-06-30,"LAS ANIMAS, CO",United States,,,7V9,LAS ANIMAS CITY & COUNTY,Non-Fatal,Substantial,Airplane,N2745B,Cessna,340,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Colorado Corporate Charters,0.0,0.0,0.0,4.0,VMC,Approach,Probable Cause,30-06-1983,Cessna 340
20020917X02650,Accident,ANC82DA057,1982-07-02,"NOME, AK",United States,,,OME,NOME,Non-Fatal,Substantial,Airplane,N39MN,Britten-norman,BN-2A,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Munz Northern Airlines, Inc.",0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,02-07-1983,Britten-norman BN-2A
20020917X03670,Accident,LAX82FA242,1982-07-03,"GRAND CANYON, AZ",United States,,,,,Non-Fatal,Substantial,Helicopter,N4778R,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Grand Canyon Helicopters, Inc.",0.0,0.0,0.0,5.0,VMC,Cruise,Probable Cause,03-07-1983,Bell 206B
20020917X02651,Accident,ANC82DA058,1982-07-09,"ELIM, AK",United States,,,ELT,ELIM,Non-Fatal,Substantial,Airplane,N7745Q,Cessna,310,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Seward Peninsula Flying Svc,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,09-07-1983,Cessna 310
20020917X03357,Accident,FTW82DA281,1982-07-14,"SABINE, TX",United States,,,,,Non-Fatal,Substantial,Helicopter,N116AL,Bell,206B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Logistics,0.0,0.0,0.0,3.0,VMC,Cruise,Probable Cause,14-07-1983,Bell 206B
20020917X03361,Accident,FTW82DA285,1982-07-19,GULF OF MEXICO,GULF OF MEXICO,,,,,Non-Fatal,Substantial,Helicopter,N5771L,Aerospatiale,AS-350D,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Petroleum Helicopter, Inc.",0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,19-07-1983,Aerospatiale AS-350D
20020917X03895,Incident,MKC82IA128,1982-07-20,"FENTON, MO",United States,,,3WA,WEISS,Incident,Minor,Airplane,N3606B,Beech,E18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Executive Aviation, Inc.",0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,20-07-1983,Beech E18S
20020917X03169,Accident,DEN82DA147,1982-07-28,"BRYCE CANYON, UT",United States,,,,,Non-Fatal,Substantial,Helicopter,N88389,Bell,UH1B,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Beartooth,0.0,0.0,0.0,1.0,VMC,Approach,Probable Cause,28-07-1983,Bell UH1B
20020917X03239,Incident,DEN82IA150,1982-07-30,"NEAR WINTER PAR, CO",United States,,,,,Incident,Minor,Helicopter,N49556,Aerospatiale,350D,No,1.0,Turbo Shaft,Part 135: Air Taxi & Commuter,NSCH,Unknown,Jerry Lynn Noland,0.0,0.0,0.0,4.0,VMC,Maneuvering,Probable Cause,30-07-1983,Aerospatiale 350D
20020917X03876,Accident,MKC82FA149,1982-08-20,"KANSAS CITY, MO",United States,,,MKC,DOWNTOWN,Non-Fatal,Substantial,Airplane,N237AM,Swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,Air Midwest,0.0,0.0,0.0,12.0,VMC,Approach,Probable Cause,20-08-1983,Swearingen SA226TC
20020917X02668,Accident,ANC82DA080,1982-08-25,"NEAR DILLINGHAM, AK",United States,,,5QN,THE QUEENS,Non-Fatal,Substantial,Airplane,N7989C,Piper,PA-32,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Peter Reichard,0.0,0.0,0.0,7.0,VMC,Takeoff,Probable Cause,25-08-1983,Piper PA-32
20020917X02667,Accident,ANC82DA078,1982-08-30,"EGEGIK, AK",United States,,,,BARTLETT'S STRIP,Non-Fatal,Destroyed,Airplane,N1084X,Piper,PA-32-300,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,"Peninsula Airways, Inc.",0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,30-08-1983,Piper PA-32-300
20020917X03038,Accident,CHI82DA316,1982-08-30,"CHICAGO, IL",United States,,,MDW,MIDWAY,Non-Fatal,Substantial,Airplane,N38RM,Beech,G18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Viking Express Inc,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,30-08-1983,Beech G18S
20020917X04254,Accident,ATL82DA262,1982-09-02,"DARLINGTON, SC",United States,,,59J,MOORES,Non-Fatal,Substantial,Airplane,N28311,Grumman,AA5B,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Raleigh Flying Service,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,02-09-1983,Grumman AA5B
20020917X04214,Accident,ANC82FAA14,1982-09-02,"FAIRBANKS, AK",United States,,,,METRO,Non-Fatal,Substantial,Airplane,N3299Q,Cessna,402,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,Greg Hawes,0.0,0.0,0.0,6.0,VMC,Takeoff,Probable Cause,02-09-1983,Cessna 402
20020917X04184,Accident,ANC82DA083,1982-09-05,"NEAR KIPNUK, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N76078,Cessna,207A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Bethel Ventures,inc.",0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,05-09-1983,Cessna 207A
20020917X04398,Accident,CHI82DA346,1982-09-08,"HOLLAND, MI",United States,,,C19,TULIP CITY,Non-Fatal,Substantial,Airplane,N54847,Piper,PA-23-250,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Franklin Flying Service,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,08-09-1983,Piper PA-23-250
20020917X04597,Accident,FTW82DA373,1982-09-10,"TOMBALL, TX",United States,,,DWH,DAVID WAYNE HOOKS,Non-Fatal,Substantial,Airplane,N3980A,Cessna,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Thomas R. Mcelhenney,0.0,0.0,0.0,5.0,VMC,Landing,Probable Cause,10-09-1983,Cessna 310R
20020917X04526,Incident,DEN82IA192,1982-09-13,"DENVER, CO",United States,,,DEN,STAPLETON INTERNATIONAL,Incident,Minor,Airplane,N5471M,Fairchild/swearingen,SA226TC,No,2.0,Turbo Prop,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Midwest,0.0,0.0,0.0,5.0,VMC,Other,Probable Cause,13-09-1983,Fairchild/swearingen SA226TC
20020917X04509,Accident,DEN82DA196,1982-09-15,"KEMMERER, WY",United States,,,EMM,KEMMERER MUNICIPAL,Non-Fatal,Substantial,Airplane,N8317Q,Cessna,U206F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Air Express Corporation,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,15-09-1983,Cessna U206F
20020917X04405,Accident,CHI82DA355,1982-09-17,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INTERN.,Non-Fatal,Substantial,Airplane,N730M,Beech,G18S,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Indianapolis Air Charter, Inc.",0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,17-09-1983,Beech G18S
20020917X05116,Accident,SEA82DA167,1982-09-18,"42NM ESE OF YAK, AK",United States,,,,LOWENSTEINS AIRSTRIP,Non-Fatal,Substantial,Airplane,N80632,Cessna,U206A,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Gulf Air Taxi,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,18-09-1983,Cessna U206A
20020917X04216,Incident,ANC82IA095,1982-09-21,"NEAR DILLINGHAM, AK",United States,,,,,Incident,Minor,Airplane,N7394U,Cessna,C-207,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Yute Air Alaska Inc.,0.0,0.0,0.0,5.0,VMC,Climb,Probable Cause,08-11-2012,Cessna C-207
20020917X04513,Accident,DEN82DA202,1982-09-21,"LANGDON, ND",United States,,,D55,LANGDON MUNICIPAL,Non-Fatal,Substantial,Airplane,N8107X,Piper,PA-34,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Thunderbird Aviation,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,21-09-1983,Piper PA-34
